Time,Source,Target,Amount,Location,Type,Labels
61332,S28653,T1035,0.0,L111,TP117,0
61333,S32997,T1023,5.0,L100,TP120,2
61334,S11226,T1008,9.99,L100,TP105,2
61335,S11226,T1008,9.91,L100,TP105,2
61336,S10098,T1008,9.93,L100,TP105,2
61337,S32998,T1003,195.0,L100,TP100,2
61338,S18173,T1000,17.15,L100,TP100,2
61339,S31752,T1045,62.23,L106,TP108,2
61340,S11166,T1008,9.98,L100,TP105,2
61341,S11166,T1008,9.97,L100,TP105,2
61342,S23287,T1023,1.33,L100,TP120,0
61343,S23287,T1023,1.39,L100,TP120,2
61344,S23287,T1023,180.0,L100,TP120,0
61345,S32999,T1000,159.32,L100,TP100,0
61346,S32999,T1000,159.32,L100,TP100,1
61347,S28479,T1003,15.97,L100,TP100,2
61348,S33000,T1000,29.99,L100,TP100,2
61349,S31645,T1000,9.97,L100,TP100,2
61350,S32168,T1023,9.48,L100,TP120,0
61351,S29814,T1023,23.27,L100,TP120,0
61352,S33001,T1506,6.96,L106,TP105,2
61353,S33002,T1807,8.0,L100,TP118,2
61354,S33003,T1807,2.0,L100,TP118,2
61355,S10098,T1008,9.97,L100,TP105,2
61356,S33004,T1003,112.54,L100,TP100,2
61357,S18378,T1023,1293.88,L100,TP120,0
61358,S33005,T1000,148.29,L100,TP100,2
61359,S11872,T1003,18.0,L100,TP100,2
61360,S33006,T1022,3.0,L102,TP118,2
61361,S33006,T1807,9.0,L100,TP118,2
61362,S10327,T1000,16.0,L100,TP100,2
61363,S23967,T1000,8.47,L100,TP100,2
61364,S30379,T1000,77.39,L100,TP100,2
61365,S33007,T1807,2.22,L100,TP118,2
61366,S28063,T1003,171.01,L100,TP100,0
61367,S18248,T1000,59.83,L100,TP100,2
61368,S30379,T1000,78.9,L100,TP100,2
61369,S33008,T1506,30.0,L106,TP105,2
61370,S28070,T1697,24242.2,L110,TP100,0
61371,S15510,T1023,8.27,L100,TP120,2
61372,S11637,T1023,22.43,L100,TP120,0
61373,S11637,T1023,22.94,L100,TP120,0
61374,S13956,T1323,0.0,L110,TP167,0
61375,S33009,T1807,0.0,L100,TP118,2
61376,S32999,T1000,53.09,L100,TP100,0
61377,S33010,T1807,1.79,L100,TP118,2
61378,S31758,T1023,47.09,L100,TP120,0
61379,S26014,T1003,5.0,L100,TP100,2
61380,S26014,T1003,3.0,L100,TP100,2
61381,S33011,T1000,20.89,L100,TP100,2
61382,S26014,T1003,2.0,L100,TP100,2
61383,S33012,T1746,7.0,L106,TP117,2
61384,S32483,T1003,98.6,L100,TP100,2
61385,S12110,T1000,94.31,L100,TP100,0
61386,S12110,T1000,94.39,L100,TP100,0
61387,S28839,T1755,45.51,L341,TP132,0
61388,S28772,T1003,70.0,L100,TP100,0
61389,S33013,T1003,800.0,L100,TP100,2
61390,S33014,T1015,9.0,L100,TP110,2
61391,S33015,T1807,7.0,L100,TP118,2
61392,S33016,T1807,4.2,L100,TP118,2
61393,S33017,T1023,9.0,L100,TP120,2
61394,S30014,T1023,15.23,L100,TP120,0
61395,S30823,T1023,9.46,L100,TP120,2
61396,S30045,T1023,56.81,L100,TP120,0
61397,S33018,T1807,90.0,L100,TP118,2
61398,S33019,T1807,6.04,L100,TP118,2
61399,S23956,T1023,53.94,L100,TP120,0
61400,S12918,T1023,11.11,L100,TP120,2
61401,S31444,T1000,11.91,L100,TP100,2
61402,S33020,T1023,9.42,L100,TP120,2
61403,S33021,T1809,7.0,L100,TP108,0
61404,S33021,T1809,80.0,L100,TP108,1
61405,S33021,T1809,0.0,L100,TP108,0
61406,S33022,T1807,5.0,L100,TP118,2
61407,S33023,T1023,2.2,L100,TP120,2
61408,S29657,T1807,2.66,L100,TP118,2
61409,S33024,T1034,255.43,L110,TP120,2
61410,S26666,T1023,15.26,L100,TP120,0
61411,S30350,T1023,34.1,L100,TP120,0
61412,S11860,T1165,19.96,L102,TP100,2
61413,S33025,T1023,15.29,L100,TP120,2
61414,S16185,T1023,9.45,L100,TP120,2
61415,S32077,T1000,30.82,L100,TP100,0
61416,S13948,T1023,56.8,L100,TP120,2
61417,S32077,T1000,30.81,L100,TP100,0
61418,S26698,T1023,13.84,L100,TP120,0
61419,S20074,T1023,0.0,L100,TP120,0
61420,S10649,T1023,41.37,L100,TP120,0
61421,S33026,T1023,8.0,L100,TP120,2
61422,S23688,T1023,55.5,L100,TP120,0
61423,S20997,T1155,10.8,L150,TP117,0
61424,S33027,T1015,9.0,L100,TP110,2
61425,S11637,T1023,22.42,L100,TP120,0
61426,S27945,T1023,79.95,L100,TP120,0
61427,S33028,T1023,6.72,L100,TP120,2
61428,S20043,T1023,12.21,L100,TP120,0
61429,S30055,T1023,75.4,L100,TP120,0
61430,S33029,T1023,0.0,L100,TP120,2
61431,S30314,T1023,52.72,L100,TP120,0
61432,S26871,T1023,12.28,L100,TP120,0
61433,S10577,T1023,4.6,L100,TP120,0
61434,S28125,T1023,3.75,L100,TP120,2
61435,S33030,T1003,207.2,L100,TP100,0
61436,S33030,T1003,207.7,L100,TP100,1
61437,S33031,T1015,87.77,L100,TP110,2
61438,S33032,T1066,26.0,L110,TP116,2
61439,S30301,T1023,49.65,L100,TP120,0
61440,S10638,T1023,11.67,L100,TP120,2
61441,S16235,T1083,2.0,L106,TP110,2
61442,S33033,T1023,230.0,L100,TP120,2
61443,S27300,T1023,52.39,L100,TP120,0
61444,S33034,T1015,1.0,L100,TP110,2
61445,S33035,T1023,12.28,L100,TP120,2
61446,S23068,T1023,14.9,L100,TP120,0
61447,S25111,T1023,37.33,L100,TP120,0
61448,S26628,T1023,11.65,L100,TP120,0
61449,S30050,T1023,76.13,L100,TP120,0
61450,S33036,T1003,55.63,L100,TP100,2
61451,S26656,T1023,12.21,L100,TP120,0
61452,S33037,T1000,76.0,L100,TP100,2
61453,S33038,T1023,6.0,L100,TP120,2
61454,S31759,T1023,7.04,L100,TP120,0
61455,S31759,T1023,7.04,L100,TP120,2
61456,S26763,T1023,11.66,L100,TP120,0
61457,S33039,T1506,7.7,L106,TP105,2
61458,S31400,T1023,8.53,L100,TP120,2
61459,S33040,T1350,1548.15,L106,TP128,2
61460,S27947,T1023,43.07,L100,TP120,0
61461,S29905,T1023,17.83,L100,TP120,0
61462,S30758,T1023,51.59,L100,TP120,0
61463,S15253,T1023,3.7,L100,TP120,2
61464,S33041,T1023,7.22,L100,TP120,2
61465,S24869,T1023,3.45,L100,TP120,0
61466,S33042,T1015,0.0,L100,TP110,2
61467,S33043,T1000,144.52,L100,TP100,2
61468,S30306,T1023,64.57,L100,TP120,0
61469,S18603,T1023,7.0,L100,TP120,2
61470,S26919,T1023,3.2,L100,TP120,0
61471,S30300,T1023,21.02,L100,TP120,0
61472,S33044,T1237,1456.3,L110,TP133,2
61473,S24999,T1023,43.42,L100,TP120,0
61474,S27944,T1023,43.0,L100,TP120,0
61475,S33045,T1023,18.04,L100,TP120,2
61476,S10040,T1000,23.31,L100,TP100,2
61477,S33046,T1000,9.06,L100,TP100,2
61478,S30057,T1023,22.87,L100,TP120,0
61479,S33047,T1000,11.17,L100,TP100,2
61480,S27943,T1023,49.68,L100,TP120,0
61481,S29916,T1023,15.42,L100,TP120,0
61482,S26824,T1023,9.44,L100,TP120,0
61483,S30295,T1023,83.39,L100,TP120,0
61484,S33048,T1023,18.61,L100,TP120,2
61485,S20253,T1023,55.93,L100,TP120,0
61486,S29804,T1023,15.25,L100,TP120,0
61487,S23249,T1023,8.0,L100,TP120,0
61488,S26169,T1023,3.75,L100,TP120,2
61489,S33049,T1088,17.0,L100,TP139,2
61490,S10915,T1023,309.32,L100,TP120,2
61491,S33050,T1023,1.1,L100,TP120,2
61492,S33051,T1023,2345.1,L100,TP120,2
61493,S33052,T1000,28.96,L100,TP100,2
61494,S30059,T1023,57.78,L100,TP120,0
61495,S33053,T1023,1.56,L100,TP120,2
61496,S29790,T1023,54.28,L100,TP120,0
61497,S10949,T1023,54.22,L100,TP120,0
61498,S26804,T1023,11.88,L100,TP120,0
61499,S28127,T1023,60.27,L100,TP120,2
61500,S13422,T1023,3.0,L100,TP120,2
61501,S27946,T1023,43.08,L100,TP120,0
61502,S30308,T1023,8.0,L100,TP120,2
61503,S28421,T1023,8.0,L100,TP120,2
61504,S29875,T1023,12.29,L100,TP120,0
61505,S24715,T1023,45.63,L100,TP120,0
61506,S30126,T1023,39.63,L100,TP120,0
61507,S33054,T1023,3.79,L100,TP120,2
61508,S33055,T1023,3.0,L100,TP120,2
61509,S31760,T1023,44.12,L100,TP120,0
61510,S30809,T1023,6.0,L100,TP120,2
61511,S30304,T1023,2.64,L100,TP120,0
61512,S26715,T1023,12.29,L100,TP120,0
61513,S32395,T1045,214.38,L106,TP108,0
61514,S30988,T1023,96.57,L100,TP120,1
61515,S26778,T1023,4.0,L100,TP120,2
61516,S27000,T1045,12.99,L106,TP108,2
61517,S29939,T1023,25.54,L100,TP120,0
61518,S20409,T1000,12.04,L100,TP100,2
61519,S19973,T1023,19.72,L100,TP120,0
61520,S33056,T1023,9.44,L100,TP120,2
61521,S32055,T1045,214.32,L106,TP108,0
61522,S22176,T1000,297.66,L112,TP100,2
61523,S33030,T1003,207.4,L100,TP100,0
61524,S33057,T1003,207.9,L100,TP100,1
61525,S33057,T1003,207.2,L100,TP100,0
61526,S33058,T1807,7.0,L100,TP118,2
61527,S10082,T1008,9.91,L100,TP105,2
61528,S33059,T1053,171.0,L106,TP125,2
61529,S28671,T1000,14.71,L100,TP100,2
61530,S33060,T1053,24.46,L106,TP125,2
61531,S10082,T1008,9.95,L100,TP105,2
61532,S33061,T1015,3.0,L100,TP110,2
61533,S10082,T1008,9.97,L100,TP105,2
61534,S33062,T1053,50.32,L106,TP125,2
61535,S33063,T1000,46.86,L100,TP100,0
61536,S33063,T1000,46.86,L100,TP100,1
61537,S32672,T1238,307.16,L102,TP133,0
61538,S32672,T1808,307.16,L100,TP133,2
61539,S32672,T1808,307.15,L100,TP133,0
61540,S31309,T1103,4.0,L133,TP106,0
61541,S10064,T1038,61.05,L102,TP125,0
61542,S10064,T1038,61.01,L102,TP125,0
61543,S33064,T1238,0.0,L102,TP133,2
61544,S32757,T1238,0.0,L102,TP133,0
61545,S21748,T1808,4.0,L100,TP133,0
61546,S21748,T1238,5.0,L102,TP133,0
61547,S21748,T1238,5.0,L102,TP133,0
61548,S21748,T1808,4.0,L100,TP133,0
61549,S32963,T1808,9.0,L100,TP133,1
61550,S32963,T1808,8.0,L100,TP133,1
61551,S33065,T1808,8.0,L100,TP133,1
61552,S33065,T1808,0.0,L100,TP133,1
61553,S32963,T1808,9.0,L100,TP133,0
61554,S32963,T1808,3.0,L100,TP133,0
61555,S32990,T1053,470.0,L106,TP125,2
61556,S28660,T1003,19.0,L100,TP100,0
61557,S28660,T1003,12.0,L100,TP100,0
61558,S10612,T1003,79.0,L206,TP100,2
61559,S10612,T1003,15.53,L100,TP100,2
61560,S13189,T1000,30.2,L100,TP100,2
61561,S10040,T1000,23.98,L100,TP100,2
61562,S30379,T1000,77.94,L100,TP100,2
61563,S30379,T1000,97.9,L100,TP100,2
61564,S33066,T1003,212.3,L100,TP100,2
61565,S28319,T1003,209.94,L100,TP100,2
61566,S33067,T1000,202.0,L100,TP100,2
61567,S15335,T1013,8.87,L102,TP108,2
61568,S25838,T1003,35.67,L100,TP100,2
61569,S10056,T1003,19.5,L100,TP100,2
61570,S19538,T1000,18.04,L100,TP100,2
61571,S11166,T1008,9.91,L100,TP105,2
61572,S31444,T1000,11.67,L100,TP100,2
61573,S33068,T1000,12.04,L100,TP100,2
61574,S33069,T1000,64.13,L100,TP100,2
61575,S33070,T1003,1.96,L100,TP100,2
61576,S31917,T1000,25.7,L100,TP100,2
61577,S33071,T1023,26.61,L115,TP120,2
61578,S18964,T1000,41.19,L100,TP100,2
61579,S31905,T1003,0.0,L100,TP100,2
61580,S31905,T1003,0.0,L100,TP100,0
61581,S31905,T1003,0.0,L100,TP100,0
61582,S21748,T1808,7.0,L100,TP133,0
61583,S21748,T1238,7.0,L102,TP133,0
61584,S21748,T1238,4.0,L102,TP133,0
61585,S21748,T1808,7.0,L100,TP133,0
61586,S31594,T1000,8.53,L100,TP100,2
61587,S12437,T1000,136.7,L100,TP100,2
61588,S21291,T1807,2.21,L100,TP118,2
61589,S28063,T1003,171.0,L100,TP100,0
61590,S33072,T1000,262.49,L100,TP100,2
61591,S33073,T1034,334.78,L110,TP120,2
61592,S30379,T1000,244.11,L100,TP100,2
61593,S27877,T1216,105.0,L110,TP180,2
61594,S18436,T1003,90.0,L100,TP100,2
61595,S33074,T1808,258.0,L100,TP133,2
61596,S18072,T1000,46.48,L100,TP100,2
61597,S28731,T1002,40.93,L100,TP102,2
61598,S28315,T1003,0.0,L100,TP100,0
61599,S27470,T1003,0.0,L100,TP100,0
61600,S24351,T1000,18.2,L100,TP100,2
61601,S33075,T1034,21.97,L110,TP120,2
61602,S30933,T1023,0.0,L100,TP120,0
61603,S25357,T1023,0.0,L100,TP120,0
61604,S25357,T1023,0.0,L100,TP120,0
61605,S10070,T1003,0.0,L100,TP100,0
61606,S23789,T1602,1215.8,L187,TP112,2
61607,S30350,T1023,0.0,L100,TP120,0
61608,S11872,T1003,13.0,L100,TP100,2
61609,S25677,T1237,109.4,L110,TP133,2
61610,S26541,T1812,32.82,L100,TP151,2
61611,S26541,T1812,32.87,L100,TP151,0
61612,S26541,T1812,32.89,L100,TP151,0
61613,S27026,T1023,49.62,L100,TP120,0
61614,S27026,T1023,48.09,L100,TP120,0
61615,S27026,T1023,49.66,L100,TP120,0
61616,S28718,T1016,25.33,L106,TP111,0
61617,S31795,T1000,35.72,L100,TP100,2
61618,S33075,T1034,22.86,L110,TP120,2
61619,S28221,T1807,1.95,L100,TP118,2
61620,S32341,T1023,0.0,L100,TP120,0
61621,S11048,T1803,109.5,L110,TP131,0
61622,S12903,T1000,200.95,L100,TP100,2
61623,S33076,T1003,200.0,L100,TP100,2
61624,S33077,T1000,15.95,L100,TP100,2
61625,S24411,T1000,47.0,L100,TP100,2
61626,S33078,T1000,59.96,L100,TP100,2
61627,S33079,T1023,1.0,L100,TP120,2
61628,S24709,T1023,0.0,L100,TP120,0
61629,S24709,T1023,0.0,L100,TP120,0
61630,S24709,T1023,0.0,L100,TP120,0
61631,S24709,T1023,0.0,L100,TP120,0
61632,S24709,T1023,0.0,L100,TP120,0
61633,S11683,T1000,22.02,L100,TP100,2
61634,S33080,T1000,79.92,L100,TP100,2
61635,S33081,T1003,143.61,L100,TP100,2
61636,S28172,T1003,177.25,L100,TP100,2
61637,S16184,T1003,8.62,L100,TP100,2
61638,S33082,T1030,47.48,L100,TP103,2
61639,S22474,T1000,90.71,L100,TP100,2
61640,S33083,T1003,29.0,L100,TP100,2
61641,S10612,T1003,57.77,L100,TP100,2
61642,S33084,T1046,110.0,L106,TP108,2
61643,S33085,T1506,4.0,L106,TP105,2
61644,S33086,T1046,280.0,L106,TP108,2
61645,S31837,T1046,245.0,L106,TP108,2
61646,S11770,T1003,47.79,L100,TP100,2
61647,S33087,T1003,264.93,L100,TP100,2
61648,S33088,T1746,59.97,L106,TP117,2
61649,S27726,T1000,64.68,L100,TP100,2
61650,S18210,T1003,13.09,L100,TP100,2
61651,S20997,T1155,10.85,L150,TP117,0
61652,S33089,T1023,8.0,L100,TP120,0
61653,S33089,T1023,7.0,L100,TP120,0
61654,S33089,T1023,4.0,L100,TP120,0
61655,S33090,T1003,207.0,L100,TP100,1
61656,S33090,T1003,207.5,L100,TP100,0
61657,S33091,T1807,3.0,L100,TP118,2
61658,S23249,T1661,2.93,L371,TP163,0
61659,S33092,T1003,300.0,L100,TP100,2
61660,S10056,T1003,50.82,L100,TP100,2
61661,S28172,T1003,55.53,L100,TP100,2
61662,S22542,T1003,78.53,L100,TP100,2
61663,S33093,T1000,23.0,L100,TP100,2
61664,S33094,T1000,63.62,L100,TP100,2
61665,S33095,T1034,81.38,L110,TP120,2
61666,S28490,T1000,27.87,L100,TP100,2
61667,S31575,T1034,35.99,L110,TP120,2
61668,S33096,T1544,4.0,L106,TP117,2
61669,S10118,T1008,0.0,L100,TP105,2
61670,S33097,T1106,25.4,L106,TP108,2
61671,S33098,T1045,106.0,L106,TP108,2
61672,S33059,T1045,7.0,L106,TP108,2
61673,S33099,T1023,9.0,L100,TP120,2
61674,S33100,T1033,36.92,L106,TP124,2
61675,S11078,T1000,172.3,L100,TP100,2
61676,S33101,T1046,105.0,L106,TP108,2
61677,S33102,T1045,134.12,L106,TP108,2
61678,S33103,T1045,19.6,L106,TP108,2
61679,S33104,T1045,9.56,L106,TP108,2
61680,S33105,T1000,20.0,L100,TP100,2
61681,S25705,T1000,73.93,L100,TP100,2
61682,S33106,T1023,13.8,L100,TP120,2
61683,S32047,T1003,88.0,L100,TP100,2
61684,S31494,T1000,1.0,L112,TP100,2
61685,S33107,T1237,71.92,L110,TP133,2
61686,S31542,T1003,13.71,L100,TP100,2
61687,S33108,T1003,100.0,L100,TP100,2
61688,S33109,T1807,4.0,L100,TP118,2
61689,S33110,T1034,598.7,L110,TP120,2
61690,S33111,T1003,80.0,L100,TP100,2
61691,S33112,T1003,187.24,L100,TP100,0
61692,S20728,T1000,15.26,L100,TP100,2
61693,S33113,T1000,48.97,L100,TP100,2
61694,S31743,T1000,16.27,L100,TP100,2
61695,S33114,T1003,1256.0,L100,TP100,2
61696,S32975,T1000,8.67,L100,TP100,2
61697,S11872,T1003,13.0,L100,TP100,2
61698,S26013,T1000,52.98,L100,TP100,2
61699,S11166,T1008,9.97,L100,TP105,2
61700,S20728,T1000,13.81,L100,TP100,2
61701,S12927,T1000,28.62,L100,TP100,2
61702,S27417,T1000,26.91,L100,TP100,2
61703,S10064,T1038,53.45,L102,TP125,0
61704,S10064,T1038,53.48,L102,TP125,0
61705,S20728,T1000,16.98,L100,TP100,2
61706,S33115,T1003,207.9,L100,TP100,0
61707,S33115,T1003,207.5,L100,TP100,1
61708,S33116,T1807,1.76,L100,TP118,2
61709,S20269,T1000,49.34,L100,TP100,2
61710,S32805,T1053,13.96,L106,TP125,2
61711,S10407,T1003,43.83,L100,TP100,2
61712,S17807,T1003,400.0,L100,TP100,2
61713,S13514,T1003,35.86,L100,TP100,2
61714,S10064,T1038,47.51,L102,TP125,0
61715,S10064,T1038,47.58,L102,TP125,0
61716,S18533,T1003,28.44,L100,TP100,2
61717,S33117,T1004,110.0,L102,TP123,2
61718,S33118,T1238,6.0,L102,TP133,2
61719,S33119,T1003,70.66,L100,TP100,2
61720,S28172,T1003,13.04,L100,TP100,2
61721,S28172,T1003,13.06,L100,TP100,2
61722,S28172,T1003,13.07,L100,TP100,2
61723,S21748,T1808,7.0,L100,TP133,0
61724,S21748,T1808,6.0,L100,TP133,0
61725,S21748,T1238,3.0,L102,TP133,0
61726,S21748,T1238,3.0,L102,TP133,0
61727,S33120,T1000,33.48,L100,TP100,2
61728,S33121,T1459,216.19,L110,TP196,2
61729,S33122,T1004,4.0,L102,TP124,2
61730,S24382,T1000,101.17,L100,TP100,2
61731,S33123,T1004,9.0,L102,TP116,2
61732,S33124,T1108,6.8,L110,TP114,2
61733,S24586,T1004,0.0,L102,TP114,2
61734,S32055,T1045,159.94,L106,TP108,0
61735,S10064,T1038,33.22,L102,TP125,0
61736,S10064,T1038,33.29,L102,TP125,0
61737,S26392,T1000,23.78,L100,TP100,2
61738,S33125,T1045,5.0,L106,TP108,2
61739,S20573,T1108,96.05,L110,TP114,2
61740,S33126,T1108,4.6,L110,TP114,2
61741,S33127,T1279,99.96,L100,TP151,2
61742,S33128,T1000,6.25,L100,TP100,2
61743,S33129,T1015,0.0,L100,TP110,2
61744,S33130,T1000,27.3,L100,TP100,2
61745,S33131,T1168,187.0,L110,TP168,2
61746,S33132,T1003,261.34,L100,TP100,1
61747,S33132,T1003,261.35,L100,TP100,0
61748,S33133,T1030,58.0,L100,TP103,2
61749,S33134,T1809,9.0,L100,TP108,2
61750,S32825,T1000,12.77,L100,TP100,2
61751,S32825,T1000,13.4,L100,TP100,2
61752,S11880,T1000,23.96,L100,TP100,2
61753,S18229,T1000,41.83,L100,TP100,2
61754,S33135,T1083,7.0,L106,TP110,2
61755,S20997,T1155,10.83,L150,TP117,0
61756,S33136,T1083,1505.33,L106,TP110,2
61757,S11682,T1108,37.49,L110,TP114,2
61758,S33137,T1023,15.0,L206,TP120,2
61759,S33138,T1184,5.0,L110,TP137,2
61760,S33139,T1015,3.0,L100,TP110,2
61761,S33140,T1083,184.11,L106,TP110,2
61762,S33141,T1015,34.52,L100,TP110,2
61763,S33142,T1098,152.15,L110,TP137,2
61764,S33143,T1083,182.88,L106,TP110,2
61765,S33144,T1083,1493.2,L106,TP110,2
61766,S33145,T1177,30.0,L123,TP151,1
61767,S33145,T1177,80.0,L123,TP151,0
61768,S21313,T1035,14.96,L111,TP117,0
61769,S33146,T1813,20.0,L110,TP151,2
61770,S32086,T1038,17.4,L102,TP125,2
61771,S15061,T1053,18.53,L106,TP125,2
61772,S33147,T1000,16.11,L100,TP100,2
61773,S25509,T1103,20.49,L133,TP106,0
61774,S33148,T1015,2803.9,L100,TP110,2
61775,S10064,T1038,53.44,L102,TP125,0
61776,S10064,T1038,53.41,L102,TP125,0
61777,S26184,T1038,19.43,L102,TP125,2
61778,S33149,T1003,82.36,L100,TP100,2
61779,S10082,T1008,9.91,L100,TP105,2
61780,S10082,T1008,9.93,L100,TP105,2
61781,S18173,T1003,29.08,L100,TP100,2
61782,S19354,T1038,19.97,L102,TP125,2
61783,S10064,T1038,61.08,L102,TP125,0
61784,S10098,T1008,9.96,L100,TP105,2
61785,S12330,T1003,9.89,L100,TP100,2
61786,S13518,T1003,105.13,L100,TP100,2
61787,S31192,T1000,23.93,L100,TP100,2
61788,S33150,T1003,730.0,L100,TP100,2
61789,S26800,T1023,200.0,L100,TP120,2
61790,S10040,T1000,23.31,L100,TP100,2
61791,S33151,T1322,19.99,L100,TP120,2
61792,S21708,T1000,15.26,L100,TP100,2
61793,S10082,T1008,9.95,L100,TP105,2
61794,S12110,T1000,94.36,L100,TP100,0
61795,S14498,T1000,37.03,L100,TP100,2
61796,S33152,T1165,14.97,L102,TP100,2
61797,S33153,T1000,50.83,L100,TP100,2
61798,S32404,T1003,80.0,L100,TP100,2
61799,S10098,T1008,9.95,L100,TP105,2
61800,S21672,T1003,119.98,L100,TP100,2
61801,S20089,T1023,12.55,L115,TP120,2
61802,S33154,T1663,484.46,L110,TP114,2
61803,S33155,T1406,9.42,L110,TP103,2
61804,S33156,T1363,28.81,L110,TP151,2
61805,S26184,T1038,2.13,L102,TP125,2
61806,S33157,T1363,36.03,L110,TP151,2
61807,S33158,T1023,6.0,L100,TP120,2
61808,S24383,T1045,103.0,L106,TP108,2
61809,S21594,T1363,972.04,L110,TP151,2
61810,S10496,T1127,2.41,L100,TP134,2
61811,S33159,T1807,4.0,L100,TP118,2
61812,S33159,T1807,7.0,L100,TP118,2
61813,S33160,T1003,199.93,L100,TP100,2
61814,S33161,T1807,1.46,L100,TP118,2
61815,S33162,T1807,8.0,L100,TP118,2
61816,S30385,T1000,43.75,L100,TP100,2
61817,S33163,T1084,28.11,L100,TP100,2
61818,S33164,T1000,40.8,L100,TP100,2
61819,S33165,T1807,3.0,L100,TP118,2
61820,S14680,T1003,130.95,L100,TP100,2
61821,S24265,T1098,59.21,L110,TP137,2
61822,S33166,T1015,8.0,L100,TP110,2
61823,S33167,T1762,4299.0,L110,TP110,1
61824,S33168,T1762,2314.0,L110,TP110,1
61825,S14372,T1000,4.41,L100,TP100,2
61826,S33169,T1003,24.91,L100,TP100,2
61827,S33170,T1807,3.0,L100,TP118,2
61828,S33171,T1015,115.85,L100,TP110,2
61829,S33172,T1003,165.77,L100,TP100,0
61830,S33172,T1003,165.7,L100,TP100,1
61831,S33173,T1003,45.24,L100,TP100,2
61832,S20835,T1807,5.86,L100,TP118,2
61833,S33174,T1663,427.92,L110,TP114,2
61834,S33175,T1807,1.0,L100,TP118,2
61835,S19689,T1168,38.5,L110,TP168,2
61836,S25838,T1000,137.66,L100,TP100,2
61837,S24649,T1000,137.63,L100,TP100,2
61838,S10327,T1000,15.99,L100,TP100,2
61839,S33176,T1762,2841.0,L110,TP110,1
61840,S33176,T1762,3733.0,L110,TP110,1
61841,S33177,T1807,3.0,L100,TP118,2
61842,S22364,T1000,335.73,L100,TP100,2
61843,S33178,T1000,45.9,L100,TP100,2
61844,S33179,T1003,50.43,L100,TP100,2
61845,S13511,T1030,10.0,L100,TP103,2
61846,S33180,T1168,29.01,L110,TP168,2
61847,S18079,T1073,971.18,L110,TP112,2
61848,S33181,T1807,1.95,L100,TP118,2
61849,S33182,T1529,0.92,L100,TP120,2
61850,S33183,T1061,101.7,L100,TP116,2
61851,S33184,T1807,1.76,L100,TP118,2
61852,S33185,T1529,0.91,L100,TP120,2
61853,S10327,T1000,26.0,L100,TP100,2
61854,S33186,T1807,2.0,L100,TP118,2
61855,S24378,T1807,6.79,L100,TP118,2
61856,S13458,T1165,16.15,L102,TP100,2
61857,S33187,T1807,5.0,L100,TP118,2
61858,S33188,T1083,2.0,L106,TP110,2
61859,S27685,T1000,37.99,L100,TP100,0
61860,S27685,T1000,37.93,L100,TP100,0
61861,S33189,T1035,149.2,L111,TP117,1
61862,S33189,T1035,149.5,L111,TP117,0
61863,S33190,T1762,1400.0,L110,TP110,1
61864,S33191,T1074,5.0,L110,TP137,2
61865,S33192,T1015,2.0,L100,TP110,2
61866,S33193,T1015,538.78,L100,TP110,2
61867,S25509,T1814,6510.0,L372,TP261,0
61868,S25509,T1814,6590.0,L372,TP261,0
61869,S33194,T1529,0.92,L206,TP120,2
61870,S17916,T1230,39.0,L214,TP112,2
61871,S18993,T1000,139.3,L100,TP100,2
61872,S33195,T1003,26.05,L100,TP100,2
61873,S26171,T1807,2.29,L100,TP118,2
61874,S27012,T1003,9.61,L206,TP100,2
61875,S11794,T1003,15.84,L206,TP100,2
61876,S33196,T1003,9.89,L206,TP100,2
61877,S18720,T1003,173.35,L100,TP100,2
61878,S14680,T1019,2.99,L107,TP108,2
61879,S20781,T1003,7.52,L100,TP100,2
61880,S33197,T1000,12.79,L206,TP100,2
61881,S26121,T1000,156.96,L100,TP100,2
61882,S33067,T1000,202.3,L100,TP100,2
61883,S21359,T1000,8.66,L100,TP100,2
61884,S33198,T1544,3.0,L106,TP117,2
61885,S33199,T1508,139.6,L100,TP104,2
61886,S12110,T1103,1.67,L133,TP106,0
61887,S30740,T1103,500.0,L133,TP106,0
61888,S32824,T1103,140.85,L133,TP106,0
61889,S25368,T1807,0.98,L100,TP118,2
61890,S10064,T1038,57.52,L102,TP125,0
61891,S10064,T1038,57.56,L102,TP125,0
61892,S33200,T1000,43.22,L206,TP100,2
61893,S31994,T1034,0.0,L110,TP120,0
61894,S24709,T1023,0.0,L100,TP120,0
61895,S24709,T1023,0.0,L100,TP120,0
61896,S24709,T1023,0.0,L100,TP120,0
61897,S24709,T1023,0.0,L100,TP120,0
61898,S24709,T1023,0.0,L100,TP120,0
61899,S31905,T1003,0.0,L100,TP100,0
61900,S33030,T1003,207.0,L100,TP100,0
61901,S32483,T1003,105.86,L206,TP100,2
61902,S11872,T1003,11.0,L100,TP100,2
61903,S32047,T1003,84.0,L100,TP100,2
61904,S32999,T1000,159.35,L100,TP100,0
61905,S10082,T1008,9.92,L100,TP105,2
61906,S10082,T1008,9.97,L100,TP105,2
61907,S28842,T1000,38.21,L100,TP100,2
61908,S33057,T1003,207.2,L100,TP100,0
61909,S25831,T1046,129.0,L106,TP108,2
61910,S11872,T1003,16.0,L206,TP100,2
61911,S33090,T1003,207.8,L100,TP100,0
61912,S24807,T1004,3.96,L102,TP116,2
